measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Canada,Male,30 to 34,Asthma,Number,2017,34173.3213128,44053.5315261,26451.6429279
Prevalence,Canada,Female,30 to 34,Asthma,Number,2017,57531.5218331,74815.8398964,44852.2006377
Prevalence,Canada,Both,30 to 34,Asthma,Number,2017,91704.8431459,118621.309627,71655.3585332
Prevalence,Canada,Male,30 to 34,Asthma,Percent,2017,0.030630717482,0.0393524354001,0.0236267637123
Prevalence,Canada,Female,30 to 34,Asthma,Percent,2017,0.0484103113623,0.0629093661567,0.0376681981153
Prevalence,Canada,Both,30 to 34,Asthma,Percent,2017,0.0398009598693,0.0513632047355,0.0310636136404
Prevalence,Canada,Male,35 to 39,Asthma,Number,2017,34867.9780411,44108.8621023,27533.2091858
Prevalence,Canada,Female,35 to 39,Asthma,Number,2017,60131.3081029,77084.4595961,47604.1872841
Prevalence,Canada,Both,35 to 39,Asthma,Number,2017,94999.286144,120332.392463,75440.4490026
Prevalence,Canada,Male,35 to 39,Asthma,Percent,2017,0.0314673313033,0.0398590181321,0.0247341836856
Prevalence,Canada,Female,35 to 39,Asthma,Percent,2017,0.0503842125822,0.0644818603166,0.0399242391052
Prevalence,Canada,Both,35 to 39,Asthma,Percent,2017,0.041276221228,0.0523637437158,0.0328772333904
Prevalence,Canada,Male,40 to 44,Asthma,Number,2017,33402.0381854,42705.3807477,25555.4241371
Prevalence,Canada,Female,40 to 44,Asthma,Number,2017,59518.3436363,74909.783176,46297.6638897
Prevalence,Canada,Both,40 to 44,Asthma,Number,2017,92920.3818217,117243.980465,72660.2200086
Prevalence,Canada,Male,40 to 44,Asthma,Percent,2017,0.0307386366743,0.039462743942,0.0234635987326
Prevalence,Canada,Female,40 to 44,Asthma,Percent,2017,0.0511231760303,0.0644311965954,0.0397916444892
Prevalence,Canada,Both,40 to 44,Asthma,Percent,2017,0.0412819570587,0.0517679983383,0.0323624790469
Prevalence,Canada,Male,45 to 49,Asthma,Number,2017,35410.2434794,43636.7721007,27560.7656077
Prevalence,Canada,Female,45 to 49,Asthma,Number,2017,64250.1918455,79520.931626,51310.5294857
Prevalence,Canada,Both,45 to 49,Asthma,Number,2017,99660.4353249,122367.073539,79543.5477126
Prevalence,Canada,Male,45 to 49,Asthma,Percent,2017,0.0311979547571,0.0385570231518,0.0243506732025
Prevalence,Canada,Female,45 to 49,Asthma,Percent,2017,0.0534290705145,0.0660609896986,0.0426264197245
Prevalence,Canada,Both,45 to 49,Asthma,Percent,2017,0.0426344578718,0.0521359789175,0.0340593182934
Prevalence,Canada,Male,50 to 54,Asthma,Number,2017,42018.6733113,52392.5189128,32472.3579361
Prevalence,Canada,Female,50 to 54,Asthma,Number,2017,76246.7303476,93479.2739439,61085.8684477
Prevalence,Canada,Both,50 to 54,Asthma,Number,2017,118265.403659,145473.872351,94858.8809665
Prevalence,Canada,Male,50 to 54,Asthma,Percent,2017,0.0329920108802,0.0411564008511,0.0254680071912
Prevalence,Canada,Female,50 to 54,Asthma,Percent,2017,0.0573931455505,0.0703513796713,0.0459495154958
Prevalence,Canada,Both,50 to 54,Asthma,Percent,2017,0.0454499695914,0.0560195032173,0.0364177280831
Prevalence,Canada,Male,55 to 59,Asthma,Number,2017,46638.7208421,58019.5683994,37092.2643356
Prevalence,Canada,Female,55 to 59,Asthma,Number,2017,83413.5959351,102088.020839,67373.2292533
Prevalence,Canada,Both,55 to 59,Asthma,Number,2017,130052.316777,159522.49865,105534.986463
Prevalence,Canada,Male,55 to 59,Asthma,Percent,2017,0.0361761412175,0.0449140300164,0.0287481925226
Prevalence,Canada,Female,55 to 59,Asthma,Percent,2017,0.0619846206909,0.0759162151239,0.0500927599262
Prevalence,Canada,Both,55 to 59,Asthma,Percent,2017,0.0493570367773,0.0604687926245,0.0400944080065
Prevalence,Canada,Male,60 to 64,Asthma,Number,2017,46288.4288422,58881.5884016,36359.0205212
Prevalence,Canada,Female,60 to 64,Asthma,Number,2017,80856.9342011,102645.140357,64210.3663197
Prevalence,Canada,Both,60 to 64,Asthma,Number,2017,127145.363043,161431.717232,101132.918771
Prevalence,Canada,Male,60 to 64,Asthma,Percent,2017,0.0404177744408,0.0515063510132,0.0317769924794
Prevalence,Canada,Female,60 to 64,Asthma,Percent,2017,0.0668587451792,0.0848657206584,0.0531070910255
Prevalence,Canada,Both,60 to 64,Asthma,Percent,2017,0.0539983109565,0.0685584998101,0.0429718024912
Prevalence,Canada,Male,65 to 69,Asthma,Number,2017,44169.0318278,56615.7662707,34917.5751906
Prevalence,Canada,Female,65 to 69,Asthma,Number,2017,74051.6236924,94720.442654,59154.5196994
Prevalence,Canada,Both,65 to 69,Asthma,Number,2017,118220.65552,150942.151255,94437.4780832
Prevalence,Canada,Male,65 to 69,Asthma,Percent,2017,0.0458640781952,0.0587942224189,0.0362381018931
Prevalence,Canada,Female,65 to 69,Asthma,Percent,2017,0.0719190390877,0.0919424595685,0.0574928793846
Prevalence,Canada,Both,65 to 69,Asthma,Percent,2017,0.059327044546,0.0757345734098,0.0473884820137
Prevalence,Canada,Male,70 to 74,Asthma,Number,2017,37513.1494331,48259.3197612,28805.8117674
Prevalence,Canada,Female,70 to 74,Asthma,Number,2017,60443.8486147,76356.0359308,47626.5061329
Prevalence,Canada,Both,70 to 74,Asthma,Number,2017,97956.9980478,122536.333293,76828.8726635
Prevalence,Canada,Male,70 to 74,Asthma,Percent,2017,0.0511156214022,0.0657738912445,0.0392714609296
Prevalence,Canada,Female,70 to 74,Asthma,Percent,2017,0.0753778004272,0.0951922248924,0.0593582017227
Prevalence,Canada,Both,70 to 74,Asthma,Percent,2017,0.0637837460093,0.0797777624424,0.0499961149316
Prevalence,Canada,Male,75 to 79,Asthma,Number,2017,25608.1856878,32200.5030507,20121.2960779
Prevalence,Canada,Female,75 to 79,Asthma,Number,2017,41156.6553653,51794.8172049,32385.3882523
Prevalence,Canada,Both,75 to 79,Asthma,Number,2017,66764.8410532,82925.9705108,52875.8326199
Prevalence,Canada,Male,75 to 79,Asthma,Percent,2017,0.0521533966122,0.0655878128496,0.0409683551461
Prevalence,Canada,Female,75 to 79,Asthma,Percent,2017,0.0718645086788,0.0904486933699,0.0565403612424
Prevalence,Canada,Both,75 to 79,Asthma,Percent,2017,0.0627657334677,0.0779568892131,0.0497170804088
Prevalence,Canada,Male,80 plus,Asthma,Number,2017,29659.9456242,36008.6819344,24241.6217097
Prevalence,Canada,Female,80 plus,Asthma,Number,2017,54514.7539305,67740.7149838,44728.7463724
Prevalence,Canada,Both,80 plus,Asthma,Number,2017,84174.6995547,102485.623422,69405.0133647
Prevalence,Canada,Male,80 plus,Asthma,Percent,2017,0.0483793772551,0.0587315129276,0.0395415391772
Prevalence,Canada,Female,80 plus,Asthma,Percent,2017,0.0581818709692,0.0723090264094,0.0477336435
Prevalence,Canada,Both,80 plus,Asthma,Percent,2017,0.054304794267,0.0661134810494,0.044769426395
Prevalence,Canada,Male,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.714799899048,1.0925567966,0.387817077019
Prevalence,Canada,Female,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.813690502272,1.25444022597,0.443103430797
Prevalence,Canada,Both,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.52849040132,2.33388217865,0.831910043778
Prevalence,Canada,Male,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,1.22195560575e-06,1.87463711717e-06,6.61581764586e-07
Prevalence,Canada,Female,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,1.41230671827e-06,2.17118106653e-06,7.69982698678e-07
Prevalence,Canada,Both,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,1.31634256363e-06,2.00293690016e-06,7.19112084513e-07
Prevalence,Canada,Male,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.5267836499,2.67018165887,0.782890079874
Prevalence,Canada,Female,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.87928459426,3.14565962681,0.959036577403
Prevalence,Canada,Both,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3.40606824415,5.86302513121,1.75074790497
Prevalence,Canada,Male,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,1.84565291294e-06,3.27801145907e-06,9.46403720123e-07
Prevalence,Canada,Female,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,2.31998677185e-06,3.89615522901e-06,1.18550260881e-06
Prevalence,Canada,Both,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,2.08021056946e-06,3.57130305434e-06,1.05144062689e-06
Prevalence,Canada,Male,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,5.07035086073,8.1648348288,2.67470040294
Prevalence,Canada,Female,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,6.63514043631,10.4621207504,3.71511774398
Prevalence,Canada,Both,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,11.705491297,18.4010248852,6.40506129114
Prevalence,Canada,Male,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,6.06747068464e-06,9.8032622158e-06,3.20009524016e-06
Prevalence,Canada,Female,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,7.82486512513e-06,1.22443506636e-05,4.32590137655e-06
Prevalence,Canada,Both,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,6.95237562063e-06,1.09794166235e-05,3.83332965349e-06
Prevalence,Canada,Male,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,26.5054647604,38.9653734993,16.8637617403
Prevalence,Canada,Female,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,33.729408639,48.7654864825,21.2997321707
Prevalence,Canada,Both,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,60.2348733994,87.8841998368,38.2786431768
Prevalence,Canada,Male,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,2.92402819922e-05,4.3122063282e-05,1.86055036446e-05
Prevalence,Canada,Female,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,3.58213751405e-05,5.19809787699e-05,2.26531191555e-05
Prevalence,Canada,Both,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,3.25923055094e-05,4.77920690629e-05,2.07652782991e-05
Prevalence,Canada,Male,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,107.598677786,153.252328589,75.2637626138
Prevalence,Canada,Female,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,125.495489564,176.190067763,88.1584273163
Prevalence,Canada,Both,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,233.09416735,328.110788734,163.814157259
Prevalence,Canada,Male,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000103215036054,0.00014775263502,7.26615107554e-05
Prevalence,Canada,Female,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000117012012955,0.000164752840603,8.20324021122e-05
Prevalence,Canada,Both,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000110209733062,0.000155634737329,7.72752178095e-05
Prevalence,Canada,Male,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,258.33738691,334.23673299,193.611146978
Prevalence,Canada,Female,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,286.246561825,369.65066632,216.763387453
Prevalence,Canada,Both,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,544.583948735,700.683362608,413.527628008
Prevalence,Canada,Male,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000234325317181,0.00030494787756,0.000176657567088
Prevalence,Canada,Female,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000248244668332,0.000321598415387,0.000188255840289
Prevalence,Canada,Both,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000241436700325,0.000311682078603,0.000183774361011
Prevalence,Canada,Male,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,489.047197482,625.213997793,381.268606099
Prevalence,Canada,Female,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,525.444461094,659.038229209,410.356794477
Prevalence,Canada,Both,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1014.49165858,1265.6331648,795.367347409
Prevalence,Canada,Male,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000438381655494,0.000559973147753,0.000341128000981
Prevalence,Canada,Female,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000442144517419,0.000553040826855,0.000345550088814
Prevalence,Canada,Both,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000440316086224,0.000550196232288,0.000345788573775
Prevalence,Canada,Male,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,766.172830795,954.367214363,601.901824084
Prevalence,Canada,Female,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,851.086321649,1058.30985074,672.355515387
Prevalence,Canada,Both,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1617.25915244,2009.77538386,1273.13604153
Prevalence,Canada,Male,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000691433996525,0.000858909406184,0.000545476313327
Prevalence,Canada,Female,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000713131565685,0.000886981398575,0.000563192947535
Prevalence,Canada,Both,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00070267961218,0.000875319921161,0.000553409453077
Prevalence,Canada,Male,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1049.83127095,1268.46735899,849.26690708
Prevalence,Canada,Female,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1255.24564415,1523.04651011,1019.77869958
Prevalence,Canada,Both,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2305.0769151,2790.83309172,1875.7834267
Prevalence,Canada,Male,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.000966159013856,0.00117149352005,0.000784480213511
Prevalence,Canada,Female,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00107820117182,0.00131144240946,0.000875383881868
Prevalence,Canada,Both,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00102410545941,0.00124127792709,0.000832791727151
Prevalence,Canada,Male,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1444.09052829,1758.49010575,1192.72558514
Prevalence,Canada,Female,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1824.41977461,2205.90994484,1497.53241108
Prevalence,Canada,Both,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3268.5103029,3956.80669839,2683.67047206
Prevalence,Canada,Male,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00127232492509,0.00154498811835,0.00105281731203
Prevalence,Canada,Female,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00151716275692,0.00183534838068,0.00124460315738
Prevalence,Canada,Both,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00139827218321,0.00169592813683,0.00115256380144
Prevalence,Canada,Male,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2059.95962572,2445.83144449,1711.01393126
Prevalence,Canada,Female,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2647.29042105,3152.87343285,2190.84726683
Prevalence,Canada,Both,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,4707.25004677,5602.04130504,3909.28522925
Prevalence,Canada,Male,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.0016174476667,0.00191638803672,0.00134340439255
Prevalence,Canada,Female,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00199270930099,0.00237389985368,0.00164754898333
Prevalence,Canada,Both,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00180903607735,0.00215365924364,0.00150347549481
Prevalence,Canada,Male,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2661.01217861,3148.86614486,2237.90991151
Prevalence,Canada,Female,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3392.85200479,4000.08120465,2858.42407421
Prevalence,Canada,Both,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,6053.86418341,7112.56418785,5088.31310829
Prevalence,Canada,Male,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00206410490445,0.00243827732544,0.00173261595044
Prevalence,Canada,Female,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00252125311958,0.00297406057005,0.00211915392802
Prevalence,Canada,Both,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00229757959453,0.00270498815198,0.00192564361502
Prevalence,Canada,Male,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3123.4602849,3729.84116454,2670.06846546
Prevalence,Canada,Female,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3838.95354596,4513.13267806,3259.46783267
Prevalence,Canada,Both,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,6962.41383085,8170.5152674,5942.8762722
Prevalence,Canada,Male,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00272736132123,0.00326300824629,0.00232885463971
Prevalence,Canada,Female,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00317436902118,0.00372888559844,0.00269080805162
Prevalence,Canada,Both,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00295695038615,0.00347255995312,0.00252166962384
Prevalence,Canada,Male,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3722.33882383,4458.89760792,3058.53080639
Prevalence,Canada,Female,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,4226.44279049,4900.69039379,3580.9460983
Prevalence,Canada,Both,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,7948.78161433,9282.36851646,6730.9350845
Prevalence,Canada,Male,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00386520408966,0.00463186005135,0.00317496815618
Prevalence,Canada,Female,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00410474477948,0.00475680693524,0.00347849971267
Prevalence,Canada,Both,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00398897846396,0.00465536026697,0.00337919716648
Prevalence,Canada,Male,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,4158.8125172,5042.48850108,3363.39054119
Prevalence,Canada,Female,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,4288.45459519,5068.27442478,3645.89655976
Prevalence,Canada,Both,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,8447.26711239,10086.8167146,7039.90571454
Prevalence,Canada,Male,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.0056668150211,0.0068751229983,0.00458143623216
Prevalence,Canada,Female,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00534800755136,0.00631885422473,0.00454692734742
Prevalence,Canada,Both,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00550035345775,0.00656827076854,0.00458431506001
Prevalence,Canada,Male,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3910.78416623,4882.12694731,3118.22929401
Prevalence,Canada,Female,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3802.64055297,4535.43241761,3168.82536944
Prevalence,Canada,Both,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,7713.42471919,9415.86296717,6322.69438627
Prevalence,Canada,Male,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00796465666689,0.00994613525746,0.00635147395379
Prevalence,Canada,Female,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00663988668904,0.00791846884715,0.00553040244443
Prevalence,Canada,Both,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00725141187713,0.00885159559743,0.00594550759446
Prevalence,Canada,Male,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,6263.47273109,7546.95146969,5131.78159831
Prevalence,Canada,Female,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,7161.08035175,8503.12275982,5970.5088634
Prevalence,Canada,Both,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,13424.5530828,16015.1708784,11112.2863706
Prevalence,Canada,Male,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.0102165632038,0.0123077610059,0.00837105613543
Prevalence,Canada,Female,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00764279672278,0.00907468364367,0.00637136274263
Prevalence,Canada,Both,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Percent,2017,0.00866076938536,0.0103299857364,0.00716917590297
Prevalence,Canada,Male,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2017,3623.56457922,5495.36908363,2743.20011343
Prevalence,Canada,Female,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2017,2554.90398273,3103.77143523,2058.2274107
Prevalence,Canada,Both,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2017,6178.46856195,8046.88408624,4877.35668217
Prevalence,Canada,Male,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00618893706405,0.00911956349863,0.00465946031862
Prevalence,Canada,Female,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00443397424737,0.00537992200505,0.00354548448686
Prevalence,Canada,Both,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00531966035412,0.00696105128953,0.00423279110126
Prevalence,Canada,Male,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Number,2017,3434.49335131,8827.13115759,1835.64172692
Prevalence,Canada,Female,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Number,2017,2919.97275878,6711.1559098,1489.40610113
Prevalence,Canada,Both,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Number,2017,6354.46611008,13142.0383946,3603.79985913
Prevalence,Canada,Male,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00411903921655,0.0102699032882,0.00224435219768
Prevalence,Canada,Female,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00359076801037,0.00802997193788,0.00185777305348
Prevalence,Canada,Both,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00386685518843,0.0077892253862,0.00223277608194
Prevalence,Canada,Male,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Number,2017,1829.1848108,4440.86730922,1042.27485857
Prevalence,Canada,Female,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Number,2017,2740.97626262,5586.84231849,1381.44988946
Prevalence,Canada,Both,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Number,2017,4570.16107343,8123.95668494,2724.72191042
Prevalence,Canada,Male,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00218253720738,0.00520324009379,0.00124169310887
Prevalence,Canada,Female,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00322918494519,0.00655625414095,0.00164125546536
Prevalence,Canada,Both,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Percent,2017,0.00271165970918,0.00484156541565,0.00161527708224
Prevalence,Canada,Male,15 to 19,"Endocrine, metabolic, blood, and immune disorders",Number,2017,1833.28391778,4488.11946669,1100.76541287
